Key,English,Vietnamese,Brazil,Turkish,German,France,Indonesian,Spanish,Russian,Korean,Japanese,Hindi,Ukrainian,Italian,Giải thích
ui_reborn_popup_confirm,Confirmation,Xác nhận,Confirmação,Onay,Bestätigung,Confirmation,Konfirmasi,Confirmación,Подтверждение,확인,確認,पुष्टि,Підтвердження,Conferma,
ui_reborn_popup_heading1,Reborn will <color=red>RESET</color>:,Trùng Sinh sẽ <color=red>LÀM MỚI</color>:,O Renascimento irá <color=red>REINICIAR</color>:,Yeniden Doğuş <color=red>SIFIRLAYACAK</color>:,Wiedergeburt wird <color=red>ZURÜCKSETZEN</color>:,La Renaissance va <color=red>RÉINITIALISER</color> :,Reborn akan <color=red>MENGATUR ULANG</color>:,El Renacimiento <color=red>REINICIARÁ</color>:,Перерождение <color=red>СБРОСИТ</color>:,환생 시 <color=red>초기화</color>됩니다:,転生は<color=red>リセット</color>されます：,पुनर्जन्म <color=red>रीसेट</color> हो जाएगा:,Переродження <color=red>СКИНЕ</color>:,La Rinascita <color=red>REINIZIERÀ</color>:,
ui_reborn_popup_line1,Tower Zone Progress,Trụ tiền cuối trận,Progresso da Towerzone,Towerzone İlerlemesi,Towerzone-Fortschritt,Progression Towerzone,Kemajuan Towerzone,Progreso de Towerzone,Прогресс Towerzone,타워존 진행 상황,タワーゾーンの進捗,टावरज़ोन प्रगति,Прогрес Towerzone,Progressi Towerzone,
ui_reborn_popup_line2,<sprite name=cash> Your Current Cash,<sprite name=cash> Tiền hiện tại của bạn,<sprite name=cash> Seu dinheiro atual,<sprite name=cash> Mevcut Paranız,<sprite name=cash> Dein aktuelles Bargeld,<sprite name=cash> Votre argent actuel,<sprite name=cash> Tunai Anda Saat Ini,<sprite name=cash> Tu dinero actual,<sprite name=cash> Ваши текущие наличные,<sprite name=cash> 현재 보유 현금,<sprite name=cash> 現在の所持金,<sprite name=cash> आपका वर्तमान नकद,<sprite name=cash> Ваша поточна готівка,<sprite name=cash> Il tuo contante attuale,
ui_reborn_popup_heading2,Reborn will <color=green>NOT RESET</color>:,Trùng sinh sẽ <color=green>KHÔNG LÀM MỚI</color>:,O Renascimento <color=green>NÃO REINICIARÁ</color>:,Yeniden Doğuş <color=green>SIFIRLANMAYACAK</color>:,Wiedergeburt wird <color=green>NICHT ZURÜCKGESETZT</color>:,La Renaissance <color=green>NE RÉINITIALISERA PAS</color> :,Reborn <color=green>TIDAK AKAN DIRESET</color>:,El Renacer <color=green>NO SE REINICIARÁ</color>:,Перерождение <color=green>НЕ СБРОСИТ</color>:,환생은 <color=green>초기화되지 않습니다</color>:,転生は<color=green>リセットされません</color>：,पुनर्जन्म <color=green>रीसेट नहीं होगा</color>:,Переродження <color=green>НЕ СКИНЕ</color>:,La Rinascita <color=green>NON VERRÀ REIMPOSTATA</color>:,
ui_reborn_popup_line3,<sprite name=diamond> CURRENT UPGRADE,<sprite name=diamond> NÂNG CẤP HIỆN TẠI,<sprite name=diamond> MELHORIA ATUAL,<sprite name=diamond> MEVCUT YÜKSELTME,<sprite name=diamond> AKTUELLES UPGRADE,<sprite name=diamond> AMÉLIORATION ACTUELLE,<sprite name=diamond> PENINGKATAN SAAT INI,<sprite name=diamond> MEJORA ACTUAL,<sprite name=diamond> ТЕКУЩЕЕ УЛУЧШЕНИЕ,<sprite name=diamond> 현재 강화,<sprite name=diamond> 現在の強化,<sprite name=diamond> वर्तमान उन्नयन,<sprite name=diamond> ПОТОЧНЕ ПОКРАЩЕННЯ,<sprite name=diamond> MIGLIORAMENTO ATTUALE,
ui_reborn_popup_line4,<sprite name=rebornpoint> Reborn Upgrades,<sprite name=rebornpoint> Các nâng cấp Trùng Sinh,<sprite name=rebornpoint> Melhorias de Renascimento,<sprite name=rebornpoint> Yeniden Doğuş Geliştirmeleri,<sprite name=rebornpoint> Wiedergeburts-Upgrades,<sprite name=rebornpoint> Améliorations de renaissance,<sprite name=rebornpoint> Peningkatan Reborn,<sprite name=rebornpoint> Mejoras de renacimiento,<sprite name=rebornpoint> Улучшения перерождения,<sprite name=rebornpoint> 환생 업그레이드,<sprite name=rebornpoint> 転生アップグレード,<sprite name=rebornpoint> पुनर्जन्म अपग्रेड,<sprite name=rebornpoint> Покращення переродження,<sprite name=rebornpoint> Potenziamenti rinascita,
ui_reborn_popup_line5,Reborn will start over your progress and make you stronger!,Trùng sinh sẽ làm mới tiến trình và giúp bạn mạnh  mẽ hơn,O Renascimento reiniciará seu progresso e deixará você mais forte!,Yeniden doğuş ilerlemeni sıfırlayacak ve seni daha güçlü yapacak!,Die Wiedergeburt setzt deinen Fortschritt zurück und macht dich stärker!,La Renaissance réinitialisera votre progression et vous rendra plus fort !,Reborn akan memulai ulang kemajuan Anda dan membuat Anda lebih kuat!,¡El renacimiento reiniciará tu progreso y te hará más fuerte!,Перерождение сбросит ваш прогресс и сделает вас сильнее!,환생은 진행 상황을 초기화하고 당신을 더 강하게 만들어 줄 것입니다!,転生すると進捗がリセットされ、より強くなります！,पुनर्जन्म आपकी प्रगति को फिर से शुरू कर देगा और आपको और अधिक शक्तिशाली बना देगा!,Переродження скине ваш прогрес і зробить вас сильнішими!,La Rinascita resetterà i tuoi progressi e ti renderà più forte!,
ui_grace_title,GRACE,CHÚC PHÚC,GRAÇA,ZERAFET,ANMUT,GRÂCE,KEANGGUNAN,GRACIA,ГРАЦИЯ,우아함,優雅,अनुग्रह,ГРАЦІЯ,GRAZIA,
ui_grace_time,ADS REFSESH IN:,THỜI GIAN HỒI Q.C:,ANÚNCIOS ATUALIZAM EM:,REKLAMLARIN YENİLENMESİNE:,ANZEIGEN AKTUALISIEREN IN:,ACTUALISATION DES PUBS DANS :,IKLAN DIPERBARUI DALAM:,LOS ANUNCIOS SE ACTUALIZAN EN:,ОБНОВЛЕНИЕ РЕКЛАМЫ ЧЕРЕЗ:,광고 갱신 남은 시간:,広告の更新まで:,विज्ञापन रीफ्रेश होने में:,ОНОВЛЕННЯ РЕКЛАМИ ЧЕРЕЗ:,GLI ANNUNCI SI AGGIORNANO TRA:,
ui_grace_remaining,REMAINING {0} LEVEL,CÒN LẠI {0} TRẬN,RESTAM {0} NÍVEIS,KALAN {0} SEVİYE,NOCH {0} LEVEL,{0} NIVEAUX RESTANTS,SISA {0} LEVEL,QUEDAN {0} NIVELES,ОСТАЛОСЬ {0} УРОВНЕЙ,남은 {0} 레벨,残り {0} レベル,शेष {0} स्तर,ЗАЛИШИЛОСЯ {0} РІВНІВ,{0} LIVELLI RIMANENTI,
ui_grace_active,Active,Kích Hoạt,Ativo,Aktif,Aktiv,Actif,Aktif,Activo,Активно,활성,有効,सक्रिय,Активно,Attivo,
ui_equipmentstat_evolverate,Bonus Evolve,Thêm Tiến hoá,Evolução de Bônus,Bonus Evrim,Bonus-Entwicklung,Évolution Bonus,Evolusi Bonus,Evolución de Bonus,Бонусная эволюция,보너스 진화,ボーナス進化,बोनस विकास,Бонусна еволюція,Evoluzione Bonus,
ui_equipmentstat_diamondincome,Bonus Diamond,Thêm Kim Cương,Diamante Bônus,Bonus Elmas,Bonus-Diamant,Diamant bonus,Berlian Bonus,Diamante de bonificación,Бонусный алмаз,보너스 다이아몬드,ボーナスダイヤモンド,बोनस हीरा,Бонусний алмаз,Diamante bonus,
ui_equipmentstat_cashIncome,Bonus Cash ,Thêm Tiền,Dinheiro bônus,Bonus Nakit,Bonus-Cash,Bonus en espèces,Bonus Tunai,Dinero de bonificación,Бонусные наличные,보너스 캐시,ボーナスキャッシュ,बोनस नकद,Бонусна готівка,Bonus in contanti,
ui_equipmentstat_bonussolider,Bonus Soldier,Thêm Lính,Soldado bônus,Bonus Asker,Bonus-Soldat,Soldat bonus,Prajurit Bonus,Soldado de bonificación,Бонусный солдат,보너스 병사,ボーナス兵士,बोनस सैनिक,Бонусний солдат,Soldato bonus,
ui_equipmentstat_multishotcount,Bonus Chain Shot,Thêm Đạn Chuỗi,Disparo em Cadeia Bônus,Bonus Zincirleme Atış,Bonus-Kettenschuss,Tir en chaîne bonus,Tembakan Berantai Bonus,Disparo en cadena de bonificación,Бонусный цепной выстрел,보너스 체인 샷,ボーナスチェーンショット,बोनस चेन शॉट,Бонусний ланцюговий постріл,Tiro a catena bonus,
ui_loadout_name,Armory,Kho Trang Bị,Arsenal,Cephanelik,Waffenkammer,Armurerie,Gudang Senjata,Armería,Арсенал,무기고,武器庫,शस्त्रागार,Арсенал,Armeria,
ui_loadout_unequipall,Unequip All,Gỡ tất cả,Desequipar tudo,Tümünü Çıkar,Alle ablegen,Tout retirer,Lepas Semua,Desequipar todo,Снять всё,모두 해제,すべて外す,सब उतारें,Зняти все,Rimuovi tutto,
ui_loadout_unequip,Unequip,Gỡ Trang Bị,Desequipar,Çıkar,Ablegen,Déséquiper,Lepas,Desequipar,Снять,장착 해제,装備解除,उतारें,Зняти,Rimuovi,
ui_loadout_merge,Combine,Hợp nhất,Mesclar,Birleştir,Zusammenführen,Fusionner,Gabungkan,Fusionar,Объединить,병합,結合,विलय करें,Об'єднати,Unisci,
ui_loadout_quickmerge,Quick Combine,Hợp nhất nhanh,Mesclagem rápida,Hızlı Birleştir,Schnell zusammenführen,Fusion rapide,Gabung Cepat,Fusión rápida,Быстрое объединение,빠른 병합,クイック結合,त्वरित विलय,Швидке об'єднання,Unione rapida,
ui_loadout_merge_detail,Choose an equipment to combine,Chọn một trang bị để hợp nhất,Escolha um equipamento para fundir,Birleştirmek için bir ekipman seçin,Wähle eine Ausrüstung zum Verschmelzen,Choisissez un équipement à fusionner,Pilih peralatan untuk digabungkan,Elige un equipo para fusionar,Выберите снаряжение для слияния,합성할 장비를 선택하세요,統合する装備を選択してください,मर्ज करने के लिए एक उपकरण चुनें,Виберіть спорядження для злиття,Scegli un equipaggiamento da fondere,
ui_loadout_more,and {0} more,và {0} trang bị khác,,,,,,,,,,,,,
ui_setnotequip,Set Not Equipped,Không có bộ trang bị,Conjunto não equipado,Set Kuşanılmadı,Set nicht ausgerüstet,Ensemble non équipé,Set Tidak Terpasang,Conjunto no equipado,Набор не экипирован,세트 장착되지 않음,セット未装備,सेट सुसज्जित नहीं है,Набір не споряджено,Set non equipaggiato,
ui_loadout_paladinset_name,Paladin Set,Bộ trang bị Hiệp sĩ,Conjunto de Paladino,Paladin Seti,Paladin-Set,Ensemble de paladin,Set Paladin,Conjunto de paladín,Набор паладина,팔라딘 세트,パラディンセット,पालाडिन सेट,Набір паладина,Set del paladino,
ui_loadout_paladinset_des,"Creates a shield that instantly breaks the first block it hits, then disappear","Tạo một lá chắn, phá hủy ngay vật cản đầu tiên mà nó chạm phải, sau đó khiên biến mất",Cria um escudo que quebra instantaneamente o primeiro bloco que atingir e depois desaparece,Çarptığı ilk bloğu anında kıran ve ardından yok olan bir kalkan oluşturur,"Erzeugt einen Schild, der den ersten getroffenen Block sofort zerstört und dann verschwindet","Crée un bouclier qui brise instantanément le premier bloc qu'il touche, puis disparaît","Membuat perisai yang langsung menghancurkan blok pertama yang dikenainya, lalu menghilang",Crea un escudo que rompe instantáneamente el primer bloque que golpea y luego desaparece,"Создает щит, который мгновенно разрушает первый блок, в который попадает, а затем исчезает",부딪히는 첫 번째 블록을 즉시 부수고 사라지는 보호막을 생성합니다.,最初に当たったブロックを即座に破壊し、その後消滅するシールドを生成します,"एक ढाल बनाता है जो टकराने वाले पहले ब्लॉक को तुरंत तोड़ देती है, फिर गायब हो जाती है","Створює щит, який миттєво руйнує перший блок, у який влучає, а потім зникає","Crea uno scudo che rompe istantaneamente il primo blocco che colpisce, poi scompare",
eq_paladin_weapon,Paladin Sword,Kiếm Hiệp Sĩ,Espada de Paladino,Paladin Kılıcı,Paladinschwert,Épée de paladin,Pedang Paladin,Espada de paladín,Меч паладина,팔라딘의 검,パラディンの剣,पैलाडिन तलवार,Меч паладина,Spada del paladino,
eq_paladin_headarmor,Paladin Helmet,Mũ Hiệp Sĩ,Elmo de Paladino,Paladin Miğferi,Paladin-Helm,Casque de paladin,Helm Paladin,Casco de paladín,Шлем паладина,팔라딘 헬멧,パラディンの兜,पालाडिन हेलमेट,Шолом паладина,Elmo del paladino,
eq_paladin_bodyarmor,Paladin Armor,Giáp Hiệp Sĩ,Armadura de Paladino,Paladin Zırhı,Paladin-Rüstung,Armure de paladin,Zirah Paladin,Armadura de paladín,Доспехи паладина,성기사 갑옷,パラディンの鎧,पैलाडिन कवच,Обладунки паладина,Armatura del paladino,
eq_paladin_handarmor,Paladin Gloves,Găng Tay Hiệp Sĩ,Luvas de Paladino,Paladin Eldivenleri,Paladin-Handschuhe,Gants de paladin,Sarung Tangan Paladin,Guantes de paladín,Перчатки паладина,팔라딘 장갑,パラディンの手袋,पैलाडिन दस्ताने,Рукавички паладина,Guanti da paladino,
eq_paladin_boots,Paladin Boots,Giày Hiệp Sĩ,Botas de Paladino,Paladin Çizmeleri,Paladin-Stiefel,Bottes de paladin,Sepatu Paladin,Botas de paladín,Сапоги паладина,팔라딘 부츠,パラディンのブーツ,पैलाडिन जूते,Чоботи паладина,Stivali da paladino,
eq_paladin_accessory,Paladin Ring,Nhẫn Hiệp Sĩ,Anel de Paladino,Paladin Yüzüğü,Paladin-Ring,Anneau de paladin,Cincin Paladin,Anillo de paladín,Кольцо паладина,성기사의 반지,聖騎士の指輪,पैलाडिन रिंग,Кільце паладина,Anello del paladino,
ui_loadout_undeadset_name,Undead Set,Bộ Trang bị Tai Ương,Conjunto Morto-Vivo,Ölümsüz Seti,Untoten-Set,Ensemble Mort-vivant,Set Mayat Hidup,Conjunto de no muerto,Набор нежити,언데드 세트,アンデッドセット,अनडेड सेट,Набір нежиті,Set Non morto,
ui_loadout_undeadset_des,Increase {0} % Fire rate and {1} % Damage per soldier you have,Tăng {0} % Tốc bắn và {1} Sát thương với mỗi lính đồng minh bạn có,Aumenta a cadência de tiro em {0} % e o dano em {1} % por soldado que você possui,Sahip olduğun her asker başına atış hızını %{0} ve hasarı %{1} artırır,"Erhöhe die Feuerrate um {0} % und den Schaden um {1} % pro Soldat, den du besitzt",Augmente la cadence de tir de {0} % et les dégâts de {1} % pour chaque soldat que vous possédez,Tingkatkan {0} % Kecepatan tembak dan {1} % Kerusakan per tentara yang kamu miliki,Aumenta la cadencia de fuego en un {0} % y el daño en un {1} % por cada soldado que tengas,Увеличивает скорострельность на {0} % и урон на {1} % за каждого имеющегося солдата,보유한 병사 1명당 발사 속도 {0} % 및 공격력 {1} % 증가,所持している兵士1人につき、発射速度が {0} %、ダメージが {1} % 増加します,आपके पास मौजूद प्रत्येक सैनिक पर {0} % फायर रेट और {1} % डैमेज बढ़ाएं,Збільшує швидкість стрільби на {0} % та шкоду на {1} % за кожного вашого солдата,Aumenta la cadenza di fuoco del {0} % e il danno del {1} % per ogni soldato in tuo possesso,
eq_undead_weapon,Undead Scythe,Lưỡi Hái Tai Ương,Foice de Morto-Vivo,Hortlak Tırpanı,Untotensense,Faux de mort-vivant,Sabit Mayat Hidup,Guadaña de no muerto,Коса нежити,언데드 낫,アンデッドの大鎌,अनडेड हँसिया,Коса нежиті,Falce del non morto,
eq_undead_headarmor,Undead Helmet,Mũ Tai Ương,Elmo de Morto-vivo,Ölümsüz Miğferi,Untotenhelm,Casque de Mort-vivant,Helm Mayat Hidup,Casco de no muerto,Шлем нежити,언데드 헬멧,アンデッドのヘルメット,अनडेड हेलमेट,Шолом нежиті,Elmo del non morto,
eq_undead_bodyarmor,Undead Armor,Giáp Tai Ương,Armadura Morto-Vivo,Hortlak Zırhı,Untoten-Rüstung,Armure de mort-vivant,Zirah Mayat Hidup,Armadura de No Muerto,Доспехи нежити,언데드 갑옷,アンデッドの鎧,अनडेड कवच,Обладунок нежиті,Armatura del non morto,
eq_undead_handarmor,Undead Gloves,Găng Tay Tai Ương,Luvas de Morto-vivo,Ölümsüz Eldivenleri,Untoten-Handschuhe,Gants de Mort-vivant,Sarung Tangan Mayat Hidup,Guantes de No Muerto,Перчатки нежити,언데드 장갑,アンデッドのグローブ,अनडेड दस्ताने,Рукавички нежиті,Guanti del Non Morto,
eq_undead_boots,Undead Boots,Giày Tai Ương,Botas Morto-Vivo,Hortlak Çizmeleri,Untoten-Stiefel,Bottes de Mort-Vivant,Sepatu Mayat Hidup,Botas de No Muerto,Сапоги Нежити,언데드 부츠,アンデッドブーツ,अनडेड जूते,Чоботи Нежиті,Stivali del Non Morto,
eq_undead_accessory,Undead Ring,Nhẫn Tai Ương,Anel dos Mortos-Vivos,Hortlak Yüzüğü,Ring der Untoten,Anneau des morts-vivants,Cincin Mayat Hidup,Anillo de los no muertos,Кольцо нежити,언데드 반지,不死の指輪,अनडेड रिंग,Кільце нежиті,Anello dei non morti,
ui_loadout_assassinset_name,Assassin Set,Bộ trang bị Sát thủ,Conjunto de Assassino,Suikastçı Seti,Assassinen-Set,Ensemble d'assassin,Set Pembunuh,Conjunto de asesino,Набор ассасина,암살자 세트,アサシンセット,हत्यारा सेट,Набір ассасина,Set dell'assassino,
ui_loadout_assassinset_des,Increase your cash and diamond earn in-game by {0} %,Tăng lượng tiền và kim cương kiếm được trong trận {0} %,Aumente seus ganhos de dinheiro e diamantes no jogo em {0} %,Oyun içi nakit ve elmas kazancınızı % {0} artırın,Erhöhen Sie Ihren Geld- und Diamantenverdienst im Spiel um {0} %,Augmentez vos gains d'argent et de diamants dans le jeu de {0} %,Tingkatkan penghasilan uang dan berlian Anda di dalam game sebesar {0} %,Aumenta tus ganancias de efectivo y diamantes en el juego en un {0} %,Увеличьте свой заработок наличных и алмазов в игре на {0} %,게임 내 현금 및 다이아몬드 획득량을 {0} % 늘리세요,ゲーム内での現金とダイヤモンドの獲得量を {0} % 増やしましょう,इन-गेम में अपनी नकद और हीरा कमाई को {0} % बढ़ाएं,Збільште свій заробіток готівки та діамантів у грі на {0} %,Aumenta i tuoi guadagni di contanti e diamanti nel gioco del {0} %,
eq_assassin_weapon,Assassin Dagger,Dao Găm Sát Thủ,Adaga de assassino,Suikastçı Hançeri,Assassinendolch,Dague d'assassin,Belati Pembunuh,Daga de asesino,Кинжал ассасина,암살자의 단검,アサシンダガー,हत्यारे का खंजर,Кинджал ассасина,Pugnale dell'assassino,
eq_assassin_headarmor,Assassin Helmet,Mũ Sát Thủ,Elmo de Assassino,Suikastçı Miğferi,Assassinenhelm,Casque d'assassin,Helm Pembunuh,Casco de asesino,Шлем ассасина,암살자 헬멧,アサシンヘルム,हत्यारे का हेलमेट,Шолом ассасина,Elmo dell'assassino,
eq_assassin_bodyarmor,Assassin Armor,Giáp Sát Thủ,Armadura de Assassino,Suikastçı Zırhı,Assassinen-Rüstung,Armure d'assassin,Armor Pembunuh,Armadura de asesino,Доспехи ассасина,암살자 갑옷,暗殺者の鎧,हत्यारे का कवच,Обладунки ассасина,Armatura da assassino,
eq_assassin_handarmor,Assassin Gloves,Găng Tay Sát Thủ,Luvas de Assassino,Suikastçı Eldivenleri,Assassinen-Handschuhe,Gants d'assassin,Sarung Tangan Pembunuh,Guantes de asesino,Перчатки ассасина,암살자의 장갑,アサシングローブ,हत्यारे के दस्ताने,Рукавички ассасина,Guanti dell'assassino,
eq_assassin_boots,Assassin Boots,Giày Sát Thủ,Botas de Assassino,Suikastçı Botları,Assassinen-Stiefel,Bottes d'assassin,Sepatu Bot Pembunuh,Botas de asesino,Сапоги убийцы,암살자의 장화,アサシンブーツ,हत्यारे के जूते,Черевики вбивці,Stivali dell'assassino,
eq_assassin_accessory,Assassin Ring,Nhẫn Sát Thủ,Anel do Assassino,Suikastçı Yüzüğü,Assassinenring,Anneau d'assassin,Cincin Pembunuh,Anillo de asesino,Кольцо ассасина,암살자의 반지,暗殺者の指輪,हत्यारे की अंगूठी,Кільце ассасина,Anello dell'assassino,
ui_loadout_vikingset_name,Viking Set,Bộ trang bị Viking,Conjunto Viking,Viking Seti,Wikinger-Set,Ensemble Viking,Set Viking,Set Vikingo,Набор викинга,바이킹 세트,バイキングセット,वाइकिंग सेट,Набір вікінга,Set vichingo,
ui_loadout_vikingset_des,Every {0} Weapon you create add {1} more,"Mỗi {0} Vũ khí bạn tạo ra, thêm {1} Vũ khí",Cada arma {0} que você criar adiciona mais {1},Oluşturduğunuz her {0} Silah {1} tane daha ekler,Jede erstellte {0}-Waffe fügt {1} weitere hinzu,Chaque arme {0} que vous créez en ajoute {1} de plus,Setiap Senjata {0} yang Anda buat menambah {1} lagi,Cada arma {0} que crees añade {1} más,Каждое созданное вами оружие {0} добавляет еще {1},{0} 무기를 제작할 때마다 {1}개가 추가됩니다,{0}武器を作成するたびにさらに{1}追加されます,आपके द्वारा बनाए गए प्रत्येक {0} हथियार में {1} और जोड़ें,Кожна створена вами зброя {0} додає ще {1},Ogni arma {0} che crei ne aggiunge altre {1},
eq_viking_weapon,Viking Axe,Rìu Viking,Machado Viking,Viking Baltası,Wikingeraxt,Hache viking,Kapak Viking,Hacha vikinga,Топор викинга,바이킹 도끼,バイキングの斧,वाइकिंग कुल्हाड़ी,Сокира вікінга,Ascia vichinga,
eq_viking_headarmor,Viking Helmet,Mũ Viking,Elmo viking,Viking miğferi,Wikingerhelm,Casque viking,Helm Viking,Casco vikingo,Шлем викинга,바이킹 투구,バイキングの兜,वाइकिंग हेलमेट,Шолом вікінга,Elmo vichingo,
eq_viking_bodyarmor,Viking Armor,Giáp Viking,Armadura Viking,Viking Zırhı,Wikinger-Rüstung,Armure viking,Zirah Viking,Armadura vikinga,Броня викингов,바이킹 갑옷,バイキングの鎧,वाइकिंग कवच,Броня вікінгів,Armatura vichinga,
eq_viking_handarmor,Viking Gloves,Găng Tay Viking,Luvas Viking,Viking Eldivenleri,Wikinger-Handschuhe,Gants Viking,Sarung Tangan Viking,Guantes Vikingos,Перчатки викинга,바이킹 장갑,バイキングのグローブ,वाइकिंग दस्ताने,Рукавички вікінгів,Guanti vichinghi,
eq_viking_boots,Viking Boots,Giày Viking,Botas Viking,Viking Çizmeleri,Wikingerstiefel,Bottes viking,Sepatu Bot Viking,Botas vikingas,Сапоги викингов,바이킹 부츠,バイキングのブーツ,वाइकिंग जूते,Чоботи вікінгів,Stivali vichinghi,
eq_viking_accessory,Viking Ring,Nhẫn Viking,Anel Viking,Viking Yüzüğü,Wikinger-Ring,Bague viking,Cincin Viking,Anillo vikingo,Кольцо викингов,바이킹 반지,バイキングリング,वाइकिंग रिंग,Кільце вікінгів,Anello vichingo,
ui_loadout_warlockset_name,Warlock Set,Bộ trang bị Pháp sư,Conjunto de Bruxo,Warlock Seti,Hexenmeister-Set,Ensemble de démoniste,Set Warlock,Conjunto de brujo,Комплект чернокнижника,워록 세트,ウォーロックセット,वॉरलोक सेट,Набір чорнокнижника,Set dello stregone,
ui_loadout_warlockset_des,Every {0} Gold you create add {1} more,"Mỗi {0} Vàng bạn kiếm được, thêm {1} Vàng","A cada {0} de Ouro que você criar, adicione mais {1}",Oluşturduğunuz her {0} Altın için {1} tane daha ekleyin,"Jedes Mal, wenn du {0} Gold erzeugst, füge {1} mehr hinzu","Chaque fois que vous créez {0} pièces d'or, ajoutez-en {1} de plus","Setiap {0} Emas yang kamu buat, tambahkan {1} lagi","Por cada {0} de oro que crees, añade {1} más",За каждые созданные вами {0} золота добавьте еще {1},골드를 {0}개 생성할 때마다 {1}개를 추가합니다,ゴールドを{0}生成するごとに、さらに{1}追加します,आपके द्वारा बनाए गए प्रत्येक {0} गोल्ड के लिए {1} और जोड़ें,За кожні створені вами {0} золота додавайте ще {1},Ogni {0} oro creato aggiungine altri {1},
eq_warlock_weapon,Warlock Staff,Gậy Pháp sư,Cajado de Bruxo,Büyücü Asası,Hexer-Stab,Bâton de démoniste,Tongkat Warlock,Bastón de brujo,Посох чернокнижника,흑마법사 지팡이,ウォーロックの杖,वॉरलॉक स्टाफ,Посох чорнокнижника,Bastone dello stregone,
eq_warlock_headarmor,Warlock Helmet,Mũ Pháp Sư,Elmo de Bruxo,Warlock Miğferi,Hexenmeisterhelm,Casque de démoniste,Helm Warlock,Casco de brujo,Шлем чернокнижника,워록 헬멧,ウォーロックの兜,वारलॉक हेलमेट,Шолом чорнокнижника,Elmo dello stregone,
eq_warlock_bodyarmor,Warlock Armor,Giáp Pháp Sư,Armadura de Bruxo,Büyücü Zırhı,Hexenmeister-Rüstung,Armure de démoniste,Armor Warlock,Armadura de brujo,Броня чернокнижника,흑마법사 방어구,ウォーロックの鎧,वारलॉक कवच,Обладунки чорнокнижника,Armatura dello stregone,
eq_warlock_handarmor,Warlock Gloves,Găng Tay Pháp Sư,Luvas de Bruxo,Büyücü Eldivenleri,Hexenmeister-Handschuhe,Gants de Démoniste,Sarung Tangan Warlock,Guantes de Brujo,Перчатки чернокнижника,워록 장갑,ウォーロックのグローブ,वारलॉक दस्ताने,Рукавички чорнокнижника,Guanti da Stregone,
eq_warlock_boots,Warlock Boots,Giày Pháp Sư,Botas de Bruxo,Büyücü Çizmeleri,Hexenmeisterstiefel,Bottes de sorcier,Sepatu Warlock,Botas de brujo,Сапоги чернокнижника,워록 부츠,ウォーロックブーツ,वारलौक जूते,Чоботи чорнокнижника,Stivali da stregone,
eq_warlock_accessory,Warlock Ring,Nhẫn Pháp Sư,Anel de Bruxo,Büyücü Yüzüğü,Hexenmeisterring,Anneau de démoniste,Cincin Warlock,Anillo de brujo,Кольцо чернокнижника,워록의 반지,ウォーロックの指輪,वॉरलॉक अंगूठी,Кільце чорнокнижника,Anello dello stregone,
ui_craft,WEAPON,VŨ KHÍ,ARMA,SİLAH,WAFFE,ARME,SENJATA,ARMA,ОРУЖИЕ,무기,武器,हथियार,ЗБРОЯ,ARMA,
ui_coins,GOLDS,TIỀN XU,OUROS,ALTINLAR,GOLD,ORS,EMAS,OROS,ЗОЛОТО,골드,ゴールド,सोने,ЗОЛОТО,ORI,
ui_mainmenu_economy,ECONOMY,THU NHẬP,ECONOMIA,EKONOMİ,WIRTSCHAFT,ÉCONOMIE,EKONOMI,ECONOMÍA,ЭКОНОМИКА,경제,経済,अर्थव्यवस्था,ЕКОНОМІКА,ECONOMIA,
ui_mainmenu_evolve,COINS,TIỀN XU,MOEDAS,MADENİ PARALAR,MÜNZEN,PIÈCES,KOIN,MONEDAS,МОНЕТЫ,코인,コイン,सिक्के,МОНЕТИ,MONETE,
ui_mainmenu_craft,WEAPON,VŨ KHÍ,ARMA,SİLAH,WAFFE,ARME,SENJATA,ARMA,ОРУЖИЕ,무기,武器,हथियार,ЗБРОЯ,ARMA,
stat_critical,Critical Percent,Phần trăm chí mạng,Porcentagem crítica,Kritik Yüzde,Kritischer Prozentsatz,Pourcentage critique,Persentase Kritis,Porcentaje crítico,Критический процент,임계 백분율,クリティカル率,महत्वपूर्ण प्रतिशत,Критичний відсоток,Percentuale critica,
stat_damage,Damage Percent,Phần trăm sát thương,Porcentagem de Dano,Hasar Yüzdesi,Schadensprozentsatz,Pourcentage de dégâts,Persentase Kerusakan,Porcentaje de daño,Процент урона,피해 백분율,ダメージ率,क्षति प्रतिशत,Відсоток шкоди,Percentuale di danno,
ui_skill_bounce_shot,Bounce Shot,Đạn Nảy,Tiro com rebote,Sektirme Atışı,Abprallschuss,Tir avec rebond,Tembakan Memantul,Tiro con rebote,Выстрел с отскоком,바운스 샷,バウンスショット,बाउंस शॉट,Постріл з відскоком,Tiro di rimbalzo,
ui_skill_double_shot,Double Shot,Đạn Đôi,Dose Dupla,Duble Shot,Doppelschuss,Double shot,Double Shot,Doble shot,Двойной шот,더블 샷,ダブルショット,डबल शॉट,Подвійний шот,Doppio shot,
ui_skill_emp_shot,EMP Shot,Xung Điện Từ,Disparo de PEM,EMP Atışı,EMP-Schuss,Tir IEM,Tembakan EMP,Disparo EMP,Выстрел ЭМИ,EMP 발사,EMPショット,ईएमपी शॉट,Постріл ЕМІ,Colpo EMP,
